example_id,v3_tokens,v4_tokens,v3_judge_passed,v4_judge_passed,v3_human_passed,v4_human_passed
q02921,130,148,1,1,1,0
q02922,110,245,1,0,,
q02923,138,198,1,1,,
q02924,106,195,0,1,1,1
q02925,167,151,0,1,0,1
q02926,64,239,0,1,0,0
q02927,393,107,1,0,,
q02928,67,281,1,1,,
q02929,125,125,1,1,,
q02930,131,232,1,1,,
q02931,60,137,1,1,,
q02932,185,123,1,1,,
q02933,108,252,1,1,,
q02934,61,257,0,1,1,1
q02935,113,184,1,1,,
q02936,104,153,1,1,,
q02937,110,138,1,0,,
q02938,155,219,1,1,,
q02939,67,147,0,1,,
q02940,97,123,0,1,,
q02941,153,235,1,1,,
q02942,61,229,0,1,,
q02943,203,239,1,1,,
q02944,139,168,0,0,,
q02945,125,292,0,1,,
q02946,243,119,1,1,1,1
q02947,116,70,1,0,,
q02948,52,185,1,1,,
q02949,61,163,1,1,,
q02950,138,129,1,1,,
q02951,90,94,1,1,,
q02952,183,563,1,1,0,0
q02953,68,366,1,1,,
q02954,62,266,1,1,,
q02955,121,289,0,1,,
q02956,36,245,1,1,,
q02957,148,121,1,1,,
q02958,91,136,0,1,,
q02959,31,177,0,1,,
q02960,147,485,0,0,0,0
q02961,74,137,0,1,,
q02962,84,117,1,1,1,1
q02963,68,198,1,0,1,0
q02964,108,254,0,0,0,0
q02965,86,192,1,0,,
q02966,147,150,1,1,,
q02967,53,156,1,1,1,1
q02968,130,209,0,1,,
q02969,96,202,1,1,1,1
q02970,34,173,0,1,,
q02971,86,234,1,1,,
q02972,140,166,1,0,1,0
q02973,48,159,0,0,,
q02974,74,210,1,1,,
q02975,88,284,1,1,,
q02976,92,161,1,1,,
q02977,96,82,0,0,,
q02978,65,248,1,1,,
q02979,152,230,0,1,,
q02980,105,231,1,1,,
q02981,101,236,0,1,,
q02982,116,230,1,1,,
q02983,45,332,0,1,,
q02984,158,140,1,1,,
q02985,72,303,0,1,,
q02986,106,397,1,1,,
q02987,87,230,1,1,1,1
q02988,92,256,1,1,,
q02989,89,363,0,1,,
q02990,96,121,1,1,,
q02991,97,611,0,1,0,1
q02992,131,177,1,1,,
q02993,66,326,0,1,,
q02994,107,85,1,1,,
q02995,118,157,0,0,,
q02996,93,148,0,1,,
q02997,211,369,1,1,1,1
q02998,121,204,1,1,,
q02999,65,217,1,1,,
q03000,92,169,0,1,,
q03001,69,168,1,1,,
q03002,94,101,1,1,,
q03003,146,167,1,1,,
q03004,64,327,0,1,,
q03005,157,320,0,1,,
q03006,39,158,0,1,0,1
q03007,79,347,0,1,,
q03008,293,216,1,0,,
q03009,65,93,0,1,,
q03010,75,430,1,0,,
q03011,67,200,0,1,,
q03012,127,50,0,1,,
q03013,29,191,0,1,,
q03014,91,106,0,0,,
q03015,88,203,0,1,,
q03016,99,138,1,0,,
q03017,100,147,0,1,,
q03018,296,141,1,1,,
q03019,67,395,1,1,0,1
q03020,87,335,0,0,,
q03021,73,184,0,1,,
q03022,101,183,1,1,,
q03023,65,183,1,1,,
q03024,81,145,0,1,,
q03025,88,91,1,1,,
q03026,53,135,0,1,,
q03027,76,200,1,0,,
q03028,187,194,0,1,,
q03029,80,155,1,1,,
q03030,186,239,1,1,,
q03031,39,371,1,1,,
q03032,144,190,1,1,,
q03033,88,151,1,1,,
q03034,180,235,1,0,,
q03035,137,216,1,1,,
q03036,67,311,1,1,,
q03037,116,186,0,1,,
q03038,76,231,1,0,1,0
q03039,84,81,1,1,,
q03040,102,171,1,1,,
q03041,105,146,1,1,1,0
q03042,92,258,1,1,,
q03043,91,119,1,0,1,0
q03044,146,319,1,1,,
q03045,78,275,0,1,,
q03046,63,196,1,1,,
q03047,130,86,1,1,,
q03048,107,217,1,1,,
q03049,115,124,1,1,1,1
q03050,79,83,1,1,,
q03051,142,151,1,1,,
q03052,235,171,0,1,,
q03053,57,102,1,1,1,1
q03054,191,155,1,1,,
q03055,88,266,1,1,,
q03056,66,209,1,1,,
q03057,140,295,0,1,,
q03058,80,167,0,1,,
q03059,129,148,1,1,,
q03060,111,115,1,0,,
q03061,142,147,1,0,1,0
q03062,140,65,1,1,,
q03063,150,518,0,1,,
q03064,145,180,1,1,,
q03065,114,199,1,1,,
q03066,162,235,0,1,,
q03067,167,252,1,1,,
q03068,259,172,1,1,,
q03069,63,240,1,0,,
q03070,59,133,1,1,,
q03071,81,115,1,1,,
q03072,220,174,1,1,,
q03073,119,107,1,1,,
q03074,35,201,1,0,1,0
q03075,99,247,1,0,,
q03076,107,178,0,1,,
q03077,102,220,1,1,,
q03078,133,205,1,1,,
q03079,171,198,1,1,,
q03080,103,263,0,1,,
q03081,64,316,0,1,,
q03082,77,397,0,1,,
q03083,106,190,1,1,,
q03084,80,280,1,1,,
q03085,117,113,0,1,,
q03086,111,236,0,1,,
q03087,100,246,0,1,,
q03088,46,176,0,0,,
q03089,112,435,0,1,,
q03090,158,173,1,1,1,1
q03091,114,138,0,1,,
q03092,74,102,1,1,,
q03093,189,229,1,1,,
q03094,178,433,1,1,,
q03095,97,247,1,1,,
q03096,238,246,1,0,,
q03097,191,192,1,1,,
q03098,180,351,1,1,,
q03099,91,107,1,0,,
q03100,47,131,0,1,,
q03101,135,136,1,0,,
q03102,162,195,0,0,,
q03103,116,289,1,1,,
q03104,125,278,1,1,,
q03105,70,171,0,1,,
q03106,116,289,1,1,,
q03107,62,93,1,1,,
q03108,94,159,1,0,,
q03109,71,253,0,1,0,1
q03110,118,253,1,1,,
q03111,87,203,0,1,,
q03112,110,146,1,1,,
q03113,129,254,1,1,,
q03114,80,546,0,1,,
q03115,63,583,1,1,,
q03116,71,99,0,1,0,1
q03117,50,277,1,1,,
q03118,88,87,1,1,,
q03119,143,293,0,1,,
q03120,139,165,1,1,1,1
q03121,95,235,0,1,,
q03122,28,159,1,1,,
q03123,103,113,1,0,,
q03124,163,354,0,1,,
q03125,33,128,1,1,,
q03126,57,137,0,1,,
q03127,65,113,0,1,,
q03128,60,216,1,1,,
q03129,91,321,0,1,,
q03130,102,209,1,1,,
q03131,90,222,1,0,1,0
q03132,100,154,1,0,,
q03133,134,196,1,1,,
q03134,88,248,0,1,,
q03135,105,319,1,1,,
q03136,94,234,1,1,1,1
q03137,116,444,0,1,,
q03138,152,350,1,1,,
q03139,74,155,1,1,,
q03140,117,302,1,1,,
q03141,97,143,1,1,,
q03142,85,275,1,1,,
q03143,45,174,0,1,,
q03144,205,295,1,1,,
q03145,99,293,1,1,,
q03146,64,244,0,1,,
q03147,98,154,1,1,,
q03148,96,295,1,1,,
q03149,104,171,0,0,,
q03150,136,328,1,1,1,1
q03151,91,320,0,1,,
q03152,120,224,1,1,,
q03153,70,180,1,1,,
q03154,120,322,1,1,,
q03155,73,107,1,1,,
q03156,112,177,1,0,,
q03157,153,96,1,0,1,0
q03158,71,277,1,1,0,1
q03159,80,206,1,1,1,1
q03160,65,256,0,1,,
q03161,129,180,1,1,,
q03162,91,201,1,1,,
q03163,134,142,1,1,,
q03164,123,145,1,1,,
q03165,68,203,1,1,,
q03166,57,132,1,1,,
q03167,78,132,0,0,,
q03168,118,155,1,1,,
q03169,149,245,0,1,,
q03170,120,521,1,1,,
q03171,116,419,0,1,0,1
q03172,104,149,0,1,,
q03173,112,318,1,1,,
q03174,133,107,1,0,,
q03175,116,195,1,1,,
q03176,64,263,1,1,,
q03177,139,210,1,1,,
q03178,69,408,0,1,,
q03179,207,360,0,1,0,0
q03180,135,226,1,1,,
q03181,103,118,1,1,,
q03182,71,156,1,1,,
q03183,166,147,1,1,1,1
q03184,110,219,1,1,,
q03185,132,150,1,0,,
q03186,121,163,1,1,,
q03187,63,131,0,1,,
q03188,160,193,1,1,,
q03189,142,232,1,1,,
q03190,207,284,1,1,,
q03191,143,505,1,1,,
q03192,175,376,0,1,,
q03193,71,259,1,1,,
q03194,95,205,1,1,,
q03195,141,129,1,1,,
q03196,100,180,1,1,,
q03197,42,151,1,1,,
q03198,128,268,1,1,,
q03199,88,166,1,1,,
q03200,64,212,1,1,,
q03201,93,263,0,1,,
q03202,80,231,0,1,,
q03203,101,382,1,1,,
q03204,65,315,0,1,,
q03205,64,436,1,1,,
q03206,58,171,0,0,,
q03207,120,250,1,1,,
q03208,184,137,1,1,,
q03209,237,96,1,0,,
q03210,141,128,0,1,,
q03211,149,288,1,1,,
q03212,61,224,1,1,,
q03213,62,297,0,1,,
q03214,89,185,0,1,,
q03215,88,230,0,0,,
q03216,132,200,0,1,,
q03217,85,241,1,1,1,1
q03218,93,201,1,1,,
q03219,161,236,1,1,,
q03220,161,137,1,1,,
q03221,381,194,1,1,,
q03222,120,255,1,0,,
q03223,158,93,1,1,,
q03224,63,235,1,1,1,1
q03225,82,153,1,1,,
q03226,99,369,1,1,,
q03227,66,193,1,1,,
q03228,82,94,0,1,,
q03229,76,186,1,0,,
q03230,137,267,1,1,,
q03231,129,146,1,1,0,1
q03232,194,167,1,0,,
q03233,146,163,1,1,,
q03234,149,343,1,1,1,1
q03235,145,86,1,0,,
q03236,164,90,0,0,0,0
q03237,174,102,1,1,,
q03238,45,233,1,1,,
q03239,122,100,0,1,,
q03240,59,173,0,1,,
q03241,56,303,1,1,,
q03242,64,109,1,1,1,0
q03243,140,233,0,1,,
q03244,115,202,1,1,,
q03245,182,191,1,1,,
q03246,228,156,1,1,,
q03247,90,90,1,1,,
q03248,63,578,0,1,,
q03249,125,148,0,1,,
q03250,74,233,1,0,,
q03251,68,143,0,0,,
q03252,80,160,0,0,,
q03253,182,221,1,1,,
q03254,32,163,0,1,,
q03255,137,155,1,1,,
q03256,126,187,1,0,,
q03257,97,126,1,1,,
q03258,104,123,1,1,,
q03259,46,159,1,0,,
q03260,150,264,1,1,,
q03261,151,152,0,1,,
q03262,46,188,0,1,,
q03263,128,73,1,1,,
q03264,197,464,1,1,1,1
q03265,173,281,0,1,,
q03266,138,150,1,1,,
q03267,121,150,1,1,,
q03268,80,197,0,1,,
q03269,92,216,1,1,,
q03270,151,329,0,1,,
q03271,200,305,1,1,1,1
q03272,141,135,1,1,,
q03273,100,150,1,1,,
q03274,99,111,0,1,,
q03275,75,204,0,1,0,1
q03276,161,305,1,1,,
q03277,124,388,1,1,,
q03278,105,233,1,1,,
q03279,182,434,1,1,,
q03280,112,454,0,1,,
q03281,140,349,1,1,,
q03282,279,292,1,1,,
q03283,78,162,1,0,,
q03284,75,78,1,1,1,1
q03285,70,268,1,1,1,1
q03286,61,145,1,0,,
q03287,41,236,0,1,0,1
q03288,92,467,1,1,,
q03289,62,222,0,1,0,1
q03290,160,195,1,1,1,1
q03291,91,175,1,1,,
q03292,61,354,1,1,,
q03293,70,191,1,0,,
q03294,90,184,1,1,,
q03295,97,179,1,1,,
q03296,51,203,0,1,,
q03297,121,269,0,1,,
q03298,114,152,1,1,,
q03299,67,143,1,1,,
q03300,57,137,1,1,,
q03301,143,245,1,1,,
q03302,169,121,1,0,,
q03303,99,158,0,1,,
q03304,122,164,1,1,,
q03305,53,193,0,1,,
q03306,77,145,0,1,,
q03307,78,250,0,1,,
q03308,121,143,1,1,,
q03309,47,107,0,1,,
q03310,127,186,0,1,,
q03311,41,541,0,1,,
q03312,72,298,1,1,,
q03313,71,276,0,1,,
q03314,89,508,1,1,,
q03315,44,228,1,1,,
q03316,121,325,1,0,,
q03317,96,158,0,1,,
q03318,98,178,0,0,,
q03319,126,318,0,1,,
q03320,85,454,0,1,0,1
q03321,83,415,1,1,,
q03322,94,118,1,1,,
q03323,140,134,1,1,,
q03324,182,155,1,1,,
q03325,145,223,1,1,,
q03326,89,195,0,1,,
q03327,92,172,1,1,,
q03328,116,311,1,1,,
q03329,192,151,1,1,,
q03330,36,265,1,1,,
q03331,82,320,1,1,,
q03332,145,191,1,1,,
q03333,77,332,0,1,,
q03334,133,150,1,1,,
q03335,108,233,1,1,,
q03336,146,271,0,1,,
q03337,86,253,1,1,,
q03338,150,174,1,1,,
q03339,84,379,1,1,,
q03340,155,189,0,1,,
q03341,99,199,1,1,1,1
q03342,129,301,1,1,,
q03343,47,164,1,1,,
q03344,154,407,0,1,,
q03345,118,105,1,1,,
q03346,121,145,1,1,0,1
q03347,112,204,1,1,,
q03348,94,169,1,1,,
q03349,61,130,1,0,,
q03350,159,189,1,1,,
q03351,129,476,0,1,,
q03352,122,155,0,1,,
q03353,120,129,1,1,,
q03354,40,149,0,1,,
q03355,61,379,0,1,,
q03356,27,280,0,1,0,1
q03357,212,94,1,1,,
q03358,204,210,1,1,,
q03359,60,480,1,1,,
q03360,61,204,1,1,1,1
q03361,112,255,1,1,1,1
q03362,153,136,1,1,,
q03363,87,271,0,1,,
q03364,75,139,1,1,,
q03365,103,240,0,1,0,1
q03366,136,351,1,1,,
q03367,127,124,1,1,,
q03368,246,115,1,1,,
q03369,54,180,1,1,,
q03370,255,315,1,1,0,1
q03371,109,133,1,1,,
q03372,101,222,1,1,,
q03373,38,211,0,1,,
q03374,57,283,1,1,1,0
q03375,69,162,1,1,,
q03376,374,127,1,1,,
q03377,73,261,0,1,,
q03378,108,211,1,1,,
q03379,53,180,0,0,,
q03380,166,274,1,1,,
q03381,96,160,1,1,,
q03382,101,130,0,1,,
q03383,100,164,0,0,,
q03384,111,212,1,1,,
q03385,74,179,1,1,,
q03386,54,96,1,1,,
q03387,145,203,1,1,,
q03388,54,94,1,1,,
q03389,94,375,1,1,,
q03390,61,230,0,1,,
q03391,38,169,0,0,,
q03392,75,413,0,1,,
q03393,106,203,0,1,,
q03394,77,270,0,1,,
q03395,54,193,1,1,1,1
q03396,116,368,0,1,,
q03397,114,222,1,1,,
q03398,81,152,0,1,0,0
q03399,86,153,1,1,,
q03400,198,351,1,1,,
q03401,84,119,0,1,,
q03402,116,276,0,1,,
q03403,55,303,1,1,,
q03404,134,170,1,1,,
q03405,60,156,0,1,,
q03406,173,125,1,1,,
q03407,50,143,1,1,,
q03408,56,140,0,1,,
q03409,69,85,1,1,,
q03410,87,120,1,0,1,0
q03411,58,287,1,1,,
q03412,124,367,1,1,0,1
q03413,60,175,1,1,,
q03414,152,145,0,1,,
q03415,61,202,1,1,,
q03416,59,92,1,0,,
q03417,70,74,0,0,,
q03418,179,194,1,1,,
q03419,91,126,0,1,,
q03420,40,205,1,1,1,1
q03421,114,249,1,1,,
q03422,54,148,0,1,,
q03423,128,205,1,1,,
q03424,79,226,1,1,,
q03425,80,399,1,1,,
q03426,122,219,1,1,,
q03427,137,53,1,0,,
q03428,58,161,0,1,,
q03429,61,155,0,0,,
q03430,69,264,1,1,,
q03431,87,187,1,1,,
q03432,81,191,0,1,,
q03433,93,254,1,1,,
q03434,87,101,0,1,,
q03435,97,43,1,1,,
q03436,87,169,1,1,,
q03437,204,229,1,1,,
q03438,95,219,1,1,,
q03439,84,355,0,1,,
q03440,80,108,0,1,0,1
q03441,201,142,1,1,,
q03442,123,158,1,0,,
q03443,92,259,0,1,1,1
q03444,117,166,0,1,,
q03445,115,238,0,1,,
q03446,47,137,1,0,,
q03447,82,235,1,1,,
q03448,63,152,0,0,,
q03449,92,351,1,1,,
q03450,143,300,1,1,,
q03451,216,282,1,1,,
q03452,97,238,1,1,1,1
q03453,99,472,0,1,,
q03454,145,408,1,1,,
q03455,31,147,1,1,1,1
q03456,49,251,1,1,,
q03457,175,185,1,0,,
q03458,117,194,0,0,0,1
q03459,71,144,0,0,,
q03460,142,129,1,1,,
q03461,57,325,1,1,0,1
q03462,99,453,0,1,,
q03463,109,197,1,0,,
q03464,59,318,0,0,,
q03465,149,124,1,1,,
q03466,72,111,0,1,0,1
q03467,174,277,1,1,1,1
q03468,97,406,1,1,,
q03469,183,176,1,1,,
q03470,182,235,1,0,,
q03471,104,170,1,0,,
q03472,114,150,0,1,,
q03473,141,67,0,1,,
q03474,86,205,1,1,,
q03475,89,273,1,1,,
q03476,164,440,1,1,,
q03477,203,255,1,1,,
q03478,142,136,1,1,,
q03479,75,311,1,1,1,1
q03480,90,157,1,1,,
q03481,136,196,0,1,0,0
q03482,28,146,1,1,,
q03483,112,103,1,0,,
q03484,70,122,0,1,,
q03485,41,332,1,1,,
q03486,131,264,0,0,,
q03487,138,262,1,1,,
q03488,89,160,1,1,,
q03489,154,209,0,1,0,0
q03490,56,243,1,0,1,0
q03491,140,81,1,1,,
q03492,164,124,1,1,,
q03493,101,197,0,1,,
q03494,205,145,1,1,1,1
q03495,68,257,0,0,,
q03496,79,360,0,0,,
q03497,92,126,0,1,,
q03498,66,144,1,0,,
q03499,80,194,0,1,,
q03500,130,262,1,1,,
q03501,76,243,1,0,,
q03502,91,382,0,1,,
q03503,192,128,1,1,,
q03504,81,304,1,1,,
q03505,83,115,0,1,,
q03506,65,317,1,1,,
q03507,142,164,0,0,,
q03508,212,101,1,0,,
q03509,76,216,1,1,,
q03510,114,156,1,1,,
q03511,89,242,1,1,,
q03512,96,264,0,1,,
q03513,97,283,0,1,,
q03514,151,191,1,1,,
q03515,123,237,0,1,,
q03516,123,309,1,1,,
q03517,78,441,1,1,,
q03518,146,137,1,0,,
q03519,82,120,1,0,,
q03520,81,222,0,1,,
q03521,55,113,1,0,,
q03522,55,91,1,1,,
q03523,87,213,1,1,,
q03524,61,204,1,1,,
q03525,136,351,1,1,,
q03526,181,258,1,1,,
q03527,95,155,1,0,,
q03528,85,156,0,1,0,1
q03529,47,228,0,1,,
q03530,63,273,1,1,,
q03531,144,313,1,1,,
q03532,235,211,1,0,,
q03533,65,310,0,0,1,0
q03534,45,126,1,1,,
q03535,108,309,1,1,,
q03536,99,444,1,1,,
q03537,154,187,1,1,,
q03538,200,328,0,1,0,1
q03539,64,122,1,0,,
q03540,149,109,1,1,,
q03541,62,242,0,1,,
q03542,169,181,1,1,1,1
q03543,135,120,0,1,,
q03544,85,242,1,1,,
q03545,47,88,1,1,1,1
q03546,97,261,0,1,,
q03547,63,198,1,1,,
q03548,68,102,1,1,,
q03549,155,188,1,0,0,0
q03550,114,178,1,1,,
q03551,120,134,1,1,1,0
q03552,69,349,0,1,1,1
q03553,58,265,1,1,1,0
q03554,112,156,1,1,,
q03555,114,122,1,1,,
q03556,89,117,0,0,,
q03557,250,467,1,1,,
q03558,80,193,1,1,,
q03559,116,282,1,1,,
q03560,62,243,1,1,,
q03561,94,190,1,1,,
q03562,132,92,0,1,,
q03563,137,139,1,1,,
q03564,85,116,0,0,,
q03565,180,227,0,1,,
q03566,155,225,1,1,,
q03567,118,423,1,1,,
q03568,199,351,1,1,,
q03569,92,79,1,1,,
q03570,128,184,1,0,1,0
q03571,236,94,1,0,,
q03572,153,184,1,1,,
q03573,66,145,1,1,,
q03574,61,101,1,1,,
q03575,125,101,1,0,,
q03576,138,402,1,1,,
q03577,72,57,1,1,,
q03578,106,156,1,1,,
q03579,145,513,1,1,,
q03580,93,349,1,1,,
q03581,96,190,1,1,,
q03582,62,171,1,1,,
q03583,82,125,0,1,,
q03584,114,105,0,1,,
q03585,22,305,1,1,,
q03586,113,408,1,1,,
q03587,84,320,1,1,1,1
q03588,151,256,1,1,,
q03589,43,348,0,1,0,1
q03590,167,373,1,1,,
q03591,74,432,1,1,,
q03592,73,180,0,0,,
q03593,63,535,0,1,,
q03594,124,128,1,1,0,1
q03595,100,147,0,1,,
q03596,59,319,0,1,,
q03597,106,153,1,1,,
q03598,287,97,1,0,,
q03599,107,192,0,0,,
q03600,76,231,1,1,,
q03601,123,140,0,0,,
q03602,63,124,1,1,,
q03603,80,192,1,0,1,0
q03604,100,269,1,1,1,1
q03605,95,277,1,1,1,1
q03606,77,118,1,1,,
q03607,174,125,1,1,,
q03608,55,104,0,1,,
q03609,127,188,0,1,,
q03610,160,216,1,1,,
q03611,101,174,1,1,,
q03612,82,192,1,1,1,1
q03613,111,140,0,1,,
q03614,119,134,1,0,,
q03615,205,128,1,0,,
q03616,100,112,1,1,,
q03617,180,275,1,1,,
q03618,180,241,0,0,,
q03619,152,172,1,1,,
q03620,50,215,0,1,,
q03621,59,167,0,0,,
q03622,86,229,1,1,,
q03623,196,120,1,1,,
q03624,45,257,1,0,,
q03625,54,318,0,1,,
q03626,41,386,1,1,,
q03627,158,323,1,1,1,1
q03628,68,192,1,1,,
q03629,91,129,1,1,,
q03630,77,233,1,1,,
q03631,151,145,1,1,,
q03632,104,211,1,1,,
q03633,179,381,0,1,,
q03634,138,203,1,1,,
q03635,96,155,1,1,,
q03636,114,145,1,1,,
q03637,74,236,1,1,,
q03638,129,129,0,1,,
q03639,87,134,1,1,1,1
q03640,42,240,1,1,,
q03641,33,98,0,1,0,1
q03642,101,153,0,1,,
q03643,59,88,0,0,,
q03644,171,212,0,1,,
q03645,62,195,1,1,,
q03646,105,114,1,0,,
q03647,77,218,1,1,1,1
q03648,154,188,1,0,,
q03649,102,71,1,1,,
q03650,68,144,1,1,,
q03651,87,204,1,1,,
q03652,139,256,1,1,,
q03653,134,279,1,1,1,1
q03654,227,116,1,1,,
q03655,92,204,0,1,0,1
q03656,84,206,1,1,,
q03657,133,244,0,0,,
q03658,85,185,0,1,,
q03659,98,146,1,1,,
q03660,127,403,0,1,,
q03661,91,293,1,1,,
q03662,94,129,0,0,,
q03663,191,656,1,1,,
q03664,66,162,0,1,,
q03665,95,146,0,1,0,1
q03666,73,163,0,0,,
q03667,45,150,0,1,,
q03668,88,163,0,1,0,0
q03669,161,122,1,1,,
q03670,103,150,0,0,0,0
q03671,138,71,1,1,,
q03672,123,255,0,1,0,1
q03673,75,402,1,1,,
q03674,93,201,1,1,,
q03675,123,174,1,1,,
q03676,58,197,1,1,,
q03677,73,202,1,1,1,1
q03678,134,122,0,1,,
q03679,114,230,0,1,,
q03680,96,131,0,1,,
q03681,68,146,0,0,,
q03682,40,120,0,0,,
q03683,114,148,1,0,,
q03684,47,247,1,1,,
q03685,110,74,0,0,,
q03686,95,304,0,1,,
q03687,161,216,1,0,,
q03688,90,221,1,1,,
q03689,88,368,1,1,,
q03690,71,142,0,1,,
q03691,71,276,1,0,,
q03692,124,147,0,1,,
q03693,46,160,1,1,,
q03694,89,274,1,0,0,0
q03695,112,235,1,1,,
q03696,109,309,1,1,,
q03697,73,170,1,1,,
q03698,55,98,1,0,1,0
q03699,111,187,0,1,,
q03700,155,187,0,1,,
q03701,116,292,1,0,,
q03702,112,143,0,1,,
q03703,111,167,1,1,,
q03704,104,464,1,1,,
q03705,42,300,1,1,,
q03706,105,444,1,1,,
q03707,49,212,1,1,,
q03708,162,265,1,1,,
q03709,134,124,0,1,,
q03710,80,125,1,1,1,1
q03711,80,228,1,1,,
q03712,329,206,1,1,,
q03713,113,307,1,1,,
q03714,76,168,0,1,,
q03715,143,449,1,1,,
q03716,64,402,1,0,,
q03717,126,114,1,1,1,1
q03718,136,146,1,1,1,1
q03719,56,223,1,1,,
q03720,114,169,1,0,,
q03721,38,112,1,1,1,1
q03722,47,337,1,1,,
q03723,65,259,1,0,,
q03724,111,110,1,1,,
q03725,95,425,0,1,1,0
q03726,64,150,1,0,,
q03727,33,86,1,0,,
q03728,123,188,0,1,,
q03729,169,159,1,1,,
q03730,71,156,0,0,,
q03731,102,238,1,1,,
q03732,161,243,1,1,,
q03733,123,95,1,0,,
q03734,157,135,1,1,,
q03735,135,229,1,1,,
q03736,199,185,1,0,,
q03737,143,199,1,1,,
q03738,110,185,0,1,,
q03739,139,171,1,1,,
q03740,68,312,0,1,,
q03741,88,165,1,1,,
q03742,66,137,1,1,,
q03743,86,142,1,1,,
q03744,70,167,1,1,,
q03745,302,155,1,1,,
q03746,92,329,1,1,,
q03747,35,222,1,1,1,1
q03748,126,105,1,1,,
q03749,153,179,1,1,,
q03750,84,204,1,0,,
q03751,110,154,1,0,,
q03752,76,234,1,1,,
q03753,115,301,0,1,,
q03754,112,136,1,1,,
q03755,125,205,0,1,,
q03756,133,150,1,1,,
q03757,55,267,1,1,1,1
q03758,145,167,1,1,,
q03759,251,270,1,1,,
q03760,85,256,1,1,,
q03761,112,76,1,1,,
q03762,86,58,1,0,,
q03763,132,286,1,1,,
q03764,117,174,0,0,,
q03765,233,284,1,1,,
q03766,73,227,1,0,1,1
q03767,99,281,1,1,,
q03768,178,270,1,1,,
q03769,141,603,1,1,,
q03770,79,283,1,1,1,1
q03771,69,186,0,1,1,1
q03772,59,313,0,1,,
q03773,186,296,1,1,,
q03774,116,196,1,0,,
q03775,38,339,1,1,,
q03776,168,173,1,1,,
q03777,127,179,0,0,,
q03778,70,83,0,1,,
q03779,153,57,1,1,,
q03780,148,160,0,1,,
q03781,101,126,1,1,,
q03782,106,155,1,1,,
q03783,98,245,1,0,,
q03784,60,114,0,0,,
q03785,57,319,1,1,,
q03786,85,172,0,1,0,1
q03787,87,215,1,1,,
q03788,131,738,0,1,,
q03789,113,245,1,1,,
q03790,52,176,1,0,,
q03791,155,321,0,1,,
q03792,77,383,1,1,,
q03793,50,149,0,1,,
q03794,143,282,0,1,,
q03795,67,495,1,1,,
q03796,123,240,1,1,,
q03797,110,180,1,1,,
q03798,161,73,1,1,,
q03799,144,381,1,1,1,1
q03800,68,190,1,0,,
q03801,73,141,1,1,,
q03802,172,153,1,1,1,1
q03803,273,186,1,1,,
q03804,88,136,1,1,,
q03805,99,346,1,1,,
q03806,46,107,0,1,,
q03807,91,136,1,1,,
q03808,154,130,0,1,1,1
q03809,113,188,1,1,,
q03810,58,191,1,1,,
q03811,67,171,1,1,,
q03812,116,359,1,1,,
q03813,148,94,1,1,1,1
q03814,94,102,1,0,,
q03815,31,181,1,1,,
q03816,120,189,1,1,,
q03817,33,427,1,1,1,1
q03818,114,230,1,0,,
q03819,120,461,1,1,,
q03820,143,335,1,1,,
q03821,79,154,1,1,,
q03822,81,425,1,1,1,1
q03823,173,150,0,1,,
q03824,221,137,1,1,,
q03825,288,66,1,1,,
q03826,31,211,0,1,,
q03827,53,181,1,1,,
q03828,96,174,1,1,,
q03829,208,159,1,1,,
q03830,141,299,1,1,,
q03831,159,240,1,1,,
q03832,94,66,1,1,,
q03833,111,208,1,1,,
q03834,77,253,0,1,0,1
q03835,82,297,1,1,,
q03836,162,228,1,0,,
q03837,104,373,1,1,,
q03838,152,350,0,1,,
q03839,105,245,0,1,0,1
q03840,343,238,1,1,,
q03841,76,301,1,1,,
q03842,75,130,0,1,,
q03843,114,285,1,1,,
q03844,41,107,0,1,,
q03845,142,293,1,1,,
q03846,69,173,0,1,,
q03847,88,193,1,0,,
q03848,88,202,1,1,,
q03849,68,501,1,1,,
q03850,153,134,1,1,,
q03851,203,282,1,1,,
q03852,57,240,1,1,,
q03853,124,184,1,0,,
q03854,139,196,1,1,,
q03855,188,131,1,1,,
q03856,60,82,1,0,,
q03857,41,164,1,1,1,1
q03858,72,240,0,1,,
q03859,100,157,0,1,,
q03860,93,304,1,1,,
q03861,46,229,1,1,,
q03862,132,188,0,1,,
q03863,113,310,0,1,,
q03864,70,87,1,1,,
q03865,112,43,0,0,,
q03866,34,56,1,1,,
q03867,79,109,1,1,1,1
q03868,164,187,1,0,,
q03869,97,207,1,1,,
q03870,108,94,1,1,,
q03871,88,443,1,1,,
q03872,75,319,1,1,1,1
q03873,183,191,1,1,,
q03874,89,301,1,1,,
q03875,68,228,1,0,,
q03876,88,217,1,1,,
q03877,66,160,0,1,,
q03878,41,454,1,1,,
q03879,178,186,1,1,,
q03880,102,88,1,1,,
q03881,86,241,0,1,0,1
q03882,93,110,0,1,1,1
q03883,53,254,0,0,,
q03884,112,127,1,1,,
q03885,171,106,1,1,1,1
q03886,111,217,1,1,,
q03887,78,151,0,1,,
q03888,68,209,1,0,,
q03889,136,166,1,0,1,1
q03890,110,589,0,1,,
q03891,66,211,0,0,,
q03892,45,176,1,0,,
q03893,152,284,1,1,,
q03894,121,149,1,1,,
q03895,257,231,1,0,,
q03896,181,207,1,1,,
