example_id,segment,v3_judge_passed,v4_judge_passed,v3_human_passed,v4_human_passed
q03119,account,1,1,,
q03120,technical,1,1,,
q03121,billing,1,0,,
q03122,technical,1,1,,
q03123,billing,1,1,1,1
q03124,account,0,1,,
q03125,account,0,1,,
q03126,technical,1,1,,
q03127,account,1,0,,
q03128,billing,0,1,,
q03129,account,1,0,0,0
q03130,billing,1,1,,
q03131,technical,0,1,,
q03132,billing,0,1,,
q03133,technical,1,0,,
q03134,technical,1,1,1,0
q03135,account,1,1,,
q03136,account,0,1,,
q03137,account,0,1,,
q03138,billing,1,1,1,1
q03139,technical,1,0,,
q03140,account,1,1,1,1
q03141,account,0,1,0,1
q03142,billing,1,1,1,1
q03143,account,1,0,,
q03144,account,0,1,0,1
q03145,account,1,0,,
q03146,billing,0,1,0,1
q03147,billing,1,0,,
q03148,account,1,0,,
q03149,account,1,1,,
q03150,account,1,1,,
q03151,account,1,0,1,0
q03152,account,1,0,,
q03153,billing,0,0,,
q03154,billing,1,1,0,1
q03155,technical,0,1,,
q03156,billing,1,0,,
q03157,account,0,0,0,0
q03158,account,1,1,,
q03159,billing,1,1,1,1
q03160,billing,1,1,,
q03161,billing,1,1,,
q03162,technical,1,1,,
q03163,billing,1,1,1,1
q03164,billing,1,1,1,1
q03165,account,1,1,,
q03166,technical,1,1,,
q03167,technical,1,1,1,1
q03168,billing,0,0,,
q03169,technical,1,1,,
q03170,billing,1,0,1,0
q03171,account,1,0,1,1
q03172,technical,1,0,,
q03173,account,0,0,,
q03174,billing,1,1,,
q03175,billing,1,1,,
q03176,technical,1,1,1,0
q03177,billing,1,1,,
q03178,billing,1,1,,
q03179,billing,0,1,,
q03180,billing,1,0,,
q03181,billing,1,1,,
q03182,billing,1,0,,
q03183,technical,0,1,,
q03184,technical,1,0,,
q03185,technical,0,1,,
q03186,technical,1,0,,
q03187,technical,0,1,,
q03188,account,1,1,1,1
q03189,account,1,0,0,0
q03190,billing,1,1,,
q03191,billing,1,0,,
q03192,technical,0,1,,
q03193,technical,0,1,,
q03194,account,1,1,,
q03195,account,0,0,,
q03196,billing,1,1,,
q03197,technical,1,1,,
q03198,technical,1,0,,
q03199,billing,1,1,,
q03200,technical,1,1,,
q03201,technical,0,1,,
q03202,account,1,1,1,1
q03203,account,0,1,0,1
q03204,account,1,1,,
q03205,technical,1,1,1,1
q03206,technical,1,1,,
q03207,technical,1,1,,
q03208,account,1,1,,
q03209,billing,1,0,,
q03210,technical,1,1,,
q03211,billing,0,0,0,0
q03212,account,0,1,,
q03213,billing,1,1,1,1
q03214,billing,0,1,0,1
q03215,technical,1,1,,
q03216,technical,1,1,1,1
q03217,account,1,1,,
q03218,account,0,1,,
q03219,billing,1,0,,
q03220,account,1,1,,
q03221,account,0,1,,
q03222,account,1,1,,
q03223,billing,1,1,1,1
q03224,account,1,1,,
q03225,billing,1,1,,
q03226,billing,1,1,,
q03227,account,0,0,1,0
q03228,account,1,1,,
q03229,billing,1,1,,
q03230,billing,1,0,,
q03231,technical,1,1,,
q03232,account,1,1,1,1
q03233,technical,0,1,,
q03234,technical,1,1,,
q03235,account,0,0,,
q03236,billing,0,1,,
q03237,account,0,1,0,1
q03238,technical,1,1,,
q03239,account,1,1,0,1
q03240,technical,1,1,,
q03241,billing,1,1,1,1
q03242,account,0,1,,
q03243,technical,0,1,,
q03244,billing,1,0,,
q03245,billing,1,0,,
q03246,technical,0,1,,
q03247,billing,0,1,,
q03248,billing,0,0,,
q03249,billing,0,1,,
q03250,account,0,1,0,1
q03251,technical,1,1,,
q03252,technical,1,1,1,1
q03253,billing,1,1,,
q03254,billing,1,0,,
q03255,account,0,1,,
q03256,account,1,1,,
q03257,account,1,1,,
q03258,technical,1,0,,
q03259,account,0,1,0,1
q03260,billing,1,1,,
q03261,billing,1,1,,
q03262,billing,1,1,,
q03263,billing,0,1,,
q03264,technical,1,1,,
q03265,billing,0,1,,
q03266,billing,1,1,,
q03267,billing,0,0,0,0
q03268,billing,1,1,0,1
q03269,technical,1,0,1,0
q03270,technical,1,1,1,1
q03271,technical,1,1,1,0
q03272,technical,1,1,1,1
q03273,account,0,1,,
q03274,account,1,1,1,1
q03275,technical,0,1,,
q03276,billing,1,1,0,0
q03277,billing,0,1,,
q03278,billing,1,1,,
q03279,technical,1,1,,
q03280,billing,0,1,,
q03281,technical,1,1,1,0
q03282,billing,1,1,,
q03283,billing,1,1,,
q03284,billing,0,1,,
q03285,billing,0,1,,
q03286,account,0,0,0,0
q03287,technical,1,1,1,1
q03288,technical,1,1,,
q03289,technical,1,1,,
q03290,account,1,0,,
q03291,account,0,1,1,1
q03292,technical,1,1,,
q03293,technical,1,1,1,0
q03294,account,0,1,,
q03295,account,0,1,0,1
q03296,account,1,1,,
q03297,account,1,1,0,1
q03298,technical,0,1,,
q03299,technical,1,1,,
q03300,billing,0,1,,
q03301,billing,1,1,1,0
q03302,account,1,1,,
q03303,technical,1,1,1,1
q03304,billing,1,0,1,0
q03305,account,1,1,,
q03306,technical,0,1,,
q03307,account,0,1,0,1
q03308,billing,1,1,,
q03309,billing,1,1,,
q03310,billing,1,1,,
q03311,billing,1,1,,
q03312,account,1,1,,
q03313,billing,0,1,,
q03314,billing,0,0,,
q03315,billing,1,1,,
q03316,billing,1,1,1,1
q03317,technical,0,1,0,1
q03318,account,1,1,1,1
q03319,account,1,0,1,0
q03320,billing,1,1,,
q03321,technical,1,1,,
q03322,billing,1,0,,
q03323,billing,0,0,0,0
q03324,technical,1,1,,
q03325,technical,1,1,,
q03326,technical,0,1,,
q03327,account,0,1,0,1
q03328,billing,1,1,,
q03329,billing,0,1,,
q03330,account,1,0,1,0
q03331,account,0,1,,
q03332,technical,1,1,,
q03333,billing,0,1,,
q03334,billing,1,0,,
q03335,technical,1,1,,
q03336,billing,1,1,0,1
q03337,account,1,0,,
q03338,account,0,1,0,1
q03339,account,0,1,,
q03340,billing,1,1,1,1
q03341,billing,0,0,,
q03342,account,1,1,0,1
q03343,billing,1,1,,
q03344,billing,0,1,0,1
q03345,account,0,1,,
q03346,billing,1,1,,
q03347,technical,1,1,,
q03348,billing,1,1,1,0
q03349,account,0,1,,
q03350,technical,1,1,0,1
q03351,technical,0,1,0,0
q03352,billing,0,1,0,0
q03353,billing,1,1,1,0
q03354,billing,1,1,,
q03355,account,1,0,,
q03356,technical,1,1,,
q03357,account,1,1,,
q03358,account,0,0,,
q03359,account,1,1,1,1
q03360,account,1,1,1,1
q03361,account,1,0,,
q03362,billing,0,1,,
q03363,technical,0,1,,
q03364,account,1,0,,
q03365,billing,1,0,1,0
q03366,technical,0,1,,
q03367,technical,0,1,,
q03368,technical,1,1,1,1
q03369,technical,1,0,0,0
q03370,billing,1,1,0,1
q03371,technical,1,1,1,0
q03372,billing,0,1,0,0
q03373,account,1,1,,
q03374,technical,1,1,,
q03375,account,1,0,1,1
q03376,account,1,1,,
q03377,billing,1,1,,
q03378,technical,1,1,,
q03379,billing,0,0,0,0
q03380,billing,1,1,,
q03381,account,0,1,0,1
q03382,billing,1,1,0,1
q03383,billing,1,1,1,1
q03384,billing,1,1,,
q03385,technical,1,1,,
q03386,account,1,1,,
q03387,technical,1,1,1,1
q03388,billing,0,1,0,1
q03389,technical,1,1,1,1
q03390,billing,0,1,0,1
q03391,billing,0,1,0,1
q03392,technical,1,0,,
q03393,billing,1,1,0,1
q03394,account,1,0,,
q03395,technical,1,0,,
q03396,billing,1,1,1,1
q03397,account,0,1,0,1
q03398,billing,1,1,,
q03399,technical,1,1,,
q03400,account,1,1,,
q03401,billing,1,1,,
q03402,account,0,1,0,1
q03403,technical,0,1,1,1
q03404,billing,0,1,,
q03405,billing,1,1,0,0
q03406,account,0,1,,
q03407,account,1,1,,
q03408,billing,0,0,1,1
q03409,account,1,1,,
q03410,billing,1,1,,
q03411,billing,1,1,,
q03412,technical,1,1,,
q03413,technical,0,1,0,1
q03414,technical,1,1,,
q03415,billing,0,0,,
q03416,billing,1,1,,
q03417,technical,1,0,1,0
q03418,technical,0,1,,
q03419,billing,0,0,,
q03420,billing,1,1,,
q03421,billing,1,0,1,0
q03422,billing,1,1,,
q03423,billing,1,1,1,1
q03424,billing,1,1,1,1
q03425,account,1,1,,
q03426,technical,1,1,,
q03427,technical,0,1,,
q03428,technical,0,1,,
q03429,billing,1,1,,
q03430,account,1,1,1,1
q03431,technical,1,0,1,0
q03432,billing,1,1,1,1
q03433,billing,1,0,,
q03434,billing,1,1,1,1
q03435,billing,1,1,,
q03436,billing,0,1,,
q03437,billing,1,1,,
q03438,billing,1,1,,
q03439,account,0,1,,
q03440,technical,0,1,0,0
q03441,billing,1,0,,
q03442,technical,1,1,,
q03443,account,0,1,,
q03444,billing,0,1,,
q03445,billing,0,1,,
q03446,account,1,1,,
q03447,account,1,1,,
q03448,billing,1,1,,
q03449,account,1,0,,
q03450,account,0,1,,
q03451,account,1,0,,
q03452,billing,0,1,,
q03453,technical,1,1,,
q03454,billing,1,1,,
q03455,technical,1,1,,
q03456,account,1,0,1,1
q03457,billing,1,1,0,1
q03458,billing,1,1,1,0
q03459,billing,0,1,,
q03460,account,1,1,1,0
q03461,billing,1,1,1,1
q03462,billing,0,1,1,1
q03463,billing,1,1,1,1
q03464,technical,1,1,1,0
q03465,technical,1,1,,
q03466,billing,0,1,,
q03467,billing,1,1,1,1
q03468,technical,1,1,1,1
q03469,billing,0,1,,
q03470,account,1,1,1,1
q03471,billing,0,1,0,1
q03472,account,0,1,,
q03473,billing,0,1,,
q03474,account,0,0,,
q03475,technical,0,1,,
q03476,billing,1,1,,
q03477,billing,0,1,0,1
q03478,technical,0,1,,
q03479,technical,1,0,,
q03480,account,1,0,,
q03481,billing,1,1,1,1
q03482,account,1,1,1,1
q03483,billing,0,1,,
q03484,account,1,0,1,1
q03485,technical,1,1,,
q03486,billing,0,1,,
q03487,account,0,0,0,0
q03488,account,1,1,1,1
q03489,billing,0,0,,
q03490,billing,1,1,,
q03491,billing,0,1,,
q03492,billing,1,1,,
q03493,account,1,0,,
q03494,account,1,1,,
q03495,account,0,1,,
q03496,billing,1,1,0,0
q03497,billing,1,1,1,1
q03498,technical,0,1,,
q03499,technical,1,1,,
q03500,billing,1,1,1,1
q03501,technical,0,1,,
q03502,technical,1,1,,
q03503,account,1,1,1,1
q03504,technical,1,1,1,0
q03505,account,1,0,,
q03506,technical,0,1,,
q03507,billing,0,1,0,1
q03508,account,1,1,1,1
q03509,account,0,1,,
q03510,account,0,1,,
q03511,account,1,1,1,1
q03512,billing,1,0,0,0
q03513,billing,1,1,1,1
q03514,account,0,1,0,1
q03515,billing,1,0,,
q03516,billing,0,1,0,1
q03517,account,0,0,,
q03518,billing,1,1,,
q03519,account,0,1,1,0
q03520,account,0,0,,
q03521,technical,0,1,,
q03522,billing,1,0,,
q03523,account,1,0,0,0
q03524,technical,1,1,,
q03525,technical,0,0,,
q03526,account,0,1,,
q03527,technical,0,1,,
q03528,billing,1,1,,
q03529,billing,1,1,,
q03530,billing,0,1,0,1
q03531,technical,1,1,1,1
q03532,billing,0,1,0,1
q03533,billing,1,1,1,1
q03534,account,0,0,0,0
q03535,billing,0,1,0,1
q03536,account,1,1,1,1
q03537,account,0,1,,
q03538,billing,1,1,1,1
q03539,billing,0,1,,
q03540,billing,1,1,1,1
q03541,billing,1,0,,
q03542,billing,1,1,,
q03543,billing,1,1,1,1
q03544,billing,0,1,0,0
q03545,billing,0,0,,
q03546,account,1,0,1,0
q03547,account,1,1,1,1
q03548,account,1,1,,
q03549,account,1,1,,
q03550,technical,0,1,0,0
q03551,billing,1,0,,
q03552,account,1,0,,
q03553,account,1,1,,
q03554,billing,1,1,1,1
q03555,technical,1,1,1,1
q03556,account,1,0,,
q03557,technical,1,1,,
q03558,account,0,1,,
q03559,billing,0,1,0,1
q03560,billing,0,1,0,1
q03561,billing,0,1,,
q03562,account,1,1,1,1
q03563,billing,1,1,1,0
q03564,billing,0,0,,
q03565,technical,0,1,0,0
q03566,account,1,1,,
q03567,billing,1,1,1,1
q03568,billing,0,1,,
q03569,billing,1,1,,
q03570,account,0,1,,
q03571,account,1,1,,
q03572,account,1,0,1,0
q03573,technical,1,1,1,0
q03574,account,1,1,,
q03575,technical,1,1,1,0
q03576,technical,1,0,1,0
q03577,account,0,1,,
q03578,billing,1,0,,
q03579,technical,1,0,1,0
q03580,account,1,1,,
q03581,technical,1,1,,
q03582,billing,0,1,,
q03583,technical,1,1,1,1
q03584,technical,1,1,,
q03585,technical,1,1,1,1
q03586,account,1,0,1,1
q03587,billing,1,0,0,0
q03588,technical,0,1,,
q03589,account,1,1,,
q03590,billing,1,1,,
q03591,technical,1,1,0,0
q03592,billing,1,1,,
q03593,account,0,1,,
q03594,billing,1,1,,
q03595,technical,1,1,1,0
q03596,account,0,0,,
q03597,technical,1,1,,
q03598,technical,1,1,,
q03599,billing,1,1,1,1
q03600,technical,1,1,,
q03601,billing,1,1,,
q03602,billing,0,0,,
q03603,billing,1,0,1,0
q03604,account,1,1,,
q03605,billing,1,1,,
q03606,account,1,1,,
q03607,billing,1,0,,
q03608,technical,1,1,,
q03609,account,1,1,,
q03610,account,1,1,,
q03611,billing,0,1,0,0
q03612,account,1,1,1,1
q03613,billing,1,1,,
q03614,technical,1,1,,
q03615,account,1,1,,
q03616,billing,1,1,1,1
q03617,technical,1,1,1,1
q03618,billing,1,1,,
q03619,billing,1,1,,
q03620,technical,1,0,1,0
q03621,technical,0,1,0,0
q03622,billing,1,1,,
q03623,account,1,0,1,0
q03624,account,0,1,,
q03625,account,1,1,,
q03626,account,0,0,,
q03627,account,0,1,,
q03628,technical,1,0,,
q03629,account,1,1,1,1
q03630,billing,1,0,1,1
q03631,billing,0,1,0,1
q03632,account,1,1,,
q03633,account,0,1,,
q03634,billing,0,1,,
q03635,account,0,0,,
q03636,technical,1,1,,
q03637,billing,1,1,,
q03638,technical,0,1,0,1
q03639,technical,0,0,,
q03640,account,1,1,,
q03641,billing,1,1,0,1
q03642,technical,1,1,0,1
q03643,billing,1,1,,
q03644,technical,0,1,0,1
q03645,technical,0,1,1,1
q03646,account,0,0,,
q03647,technical,0,1,,
q03648,account,0,1,,
q03649,technical,1,1,,
q03650,account,1,1,,
q03651,billing,1,1,,
q03652,account,0,1,,
q03653,account,1,1,,
q03654,technical,1,1,,
q03655,account,0,1,,
q03656,billing,0,1,1,1
q03657,account,0,1,0,1
q03658,account,1,1,0,1
q03659,technical,1,1,1,1
q03660,billing,1,1,,
q03661,billing,0,1,,
q03662,billing,1,1,1,1
q03663,account,0,1,0,1
q03664,billing,0,1,0,1
q03665,account,1,1,,
q03666,account,1,0,,
q03667,account,1,1,,
q03668,billing,1,1,1,1
q03669,billing,0,1,,
q03670,billing,1,1,,
q03671,account,1,1,,
q03672,account,0,1,,
q03673,account,1,1,,
q03674,billing,1,0,,
q03675,billing,0,1,,
q03676,account,1,1,,
q03677,billing,0,0,,
q03678,account,1,1,,
q03679,billing,1,1,,
q03680,billing,0,1,,
q03681,technical,1,1,,
q03682,account,1,0,,
q03683,technical,1,1,0,1
q03684,technical,1,1,,
q03685,technical,0,1,,
q03686,account,1,1,1,1
q03687,billing,1,1,,
q03688,technical,0,1,,
q03689,account,1,1,,
q03690,account,1,1,,
q03691,account,0,1,,
q03692,technical,1,1,,
q03693,billing,0,1,,
q03694,account,1,1,1,1
q03695,billing,1,0,1,0
q03696,billing,1,1,1,1
q03697,account,0,1,,
q03698,account,0,0,,
q03699,technical,1,1,1,0
q03700,billing,1,0,,
q03701,billing,0,1,1,1
q03702,billing,1,1,,
q03703,technical,1,1,,
q03704,technical,1,1,1,0
q03705,billing,1,1,,
q03706,account,1,1,,
q03707,billing,1,1,1,1
q03708,account,1,1,1,1
q03709,billing,0,1,,
q03710,billing,0,1,,
q03711,account,1,1,1,1
q03712,account,0,1,,
q03713,billing,1,1,1,0
q03714,billing,1,1,,
q03715,billing,1,1,,
q03716,technical,0,1,0,0
q03717,account,1,1,1,1
q03718,account,1,1,1,1
q03719,technical,0,1,,
q03720,billing,0,1,0,1
q03721,billing,1,1,,
q03722,technical,0,1,0,1
q03723,billing,1,1,1,1
q03724,billing,1,1,,
q03725,account,0,1,,
q03726,technical,1,1,,
q03727,billing,1,1,,
q03728,billing,1,1,1,1
q03729,billing,1,0,0,1
q03730,billing,1,1,,
q03731,account,0,1,0,1
q03732,billing,1,1,,
q03733,account,1,1,,
q03734,account,0,0,0,1
q03735,billing,0,1,0,1
q03736,account,1,1,,
q03737,technical,1,0,1,0
q03738,billing,1,1,,
q03739,billing,0,1,0,1
q03740,technical,1,1,1,1
q03741,technical,1,0,,
q03742,account,1,1,1,0
q03743,technical,0,1,,
q03744,billing,1,1,,
q03745,technical,1,1,,
q03746,account,0,1,0,1
q03747,billing,1,1,1,1
q03748,billing,1,1,,
q03749,billing,0,0,0,1
q03750,account,1,1,1,1
q03751,billing,1,1,1,1
q03752,billing,0,1,,
q03753,billing,1,1,,
q03754,technical,1,1,,
q03755,billing,1,1,1,1
q03756,account,0,1,0,1
q03757,technical,1,0,0,0
q03758,technical,0,1,,
q03759,billing,0,0,,
q03760,technical,1,1,,
q03761,account,1,1,1,0
q03762,technical,1,1,,
q03763,technical,1,1,1,0
q03764,account,1,1,1,1
q03765,account,0,1,,
q03766,account,0,1,,
q03767,billing,1,1,1,1
q03768,account,0,0,,
q03769,billing,1,0,,
q03770,account,1,1,,
q03771,billing,0,1,,
q03772,technical,1,1,,
q03773,technical,1,1,1,0
q03774,technical,1,1,,
q03775,account,0,1,,
q03776,billing,0,1,0,0
q03777,technical,1,1,,
q03778,billing,1,1,,
q03779,billing,1,1,1,1
q03780,account,0,1,0,1
q03781,billing,1,1,,
q03782,account,1,1,1,1
q03783,billing,1,1,1,1
q03784,technical,1,1,,
q03785,technical,1,1,1,1
q03786,billing,1,1,,
q03787,billing,1,1,,
q03788,account,0,1,,
q03789,technical,1,1,1,0
q03790,technical,0,1,0,1
q03791,billing,1,1,0,1
q03792,billing,1,1,,
q03793,technical,1,1,,
q03794,billing,1,1,0,1
q03795,billing,1,0,1,0
q03796,billing,1,0,,
q03797,technical,1,1,,
q03798,account,0,1,,
q03799,billing,0,1,0,0
q03800,billing,0,0,,
q03801,billing,1,1,,
q03802,billing,0,1,,
q03803,account,1,1,1,1
q03804,billing,0,1,,
q03805,technical,1,0,,
q03806,technical,1,1,,
q03807,account,0,0,,
q03808,billing,1,0,,
q03809,account,1,1,,
q03810,technical,1,0,1,0
q03811,account,0,1,,
q03812,technical,1,1,1,0
q03813,billing,0,0,0,0
q03814,billing,1,1,1,1
q03815,billing,0,1,,
q03816,technical,0,1,0,0
q03817,account,1,1,,
q03818,technical,1,1,1,0
q03819,billing,1,1,,
q03820,account,0,1,0,0
q03821,billing,0,1,,
q03822,billing,1,1,,
q03823,technical,1,1,,
q03824,account,1,1,,
q03825,billing,1,0,1,0
q03826,billing,1,1,,
q03827,account,1,1,,
q03828,account,1,1,1,0
q03829,technical,0,1,0,1
q03830,billing,0,1,,
q03831,account,1,1,,
q03832,account,0,1,,
q03833,account,0,0,0,1
q03834,billing,1,1,0,1
q03835,technical,1,1,1,0
q03836,account,1,0,1,0
q03837,account,0,0,,
q03838,account,1,1,,
q03839,account,0,1,0,1
q03840,technical,0,1,0,1
q03841,billing,1,1,,
q03842,technical,1,1,,
q03843,billing,1,0,1,1
q03844,account,1,0,1,0
q03845,account,0,1,0,1
q03846,account,1,1,,
q03847,billing,0,1,,
q03848,billing,0,1,0,1
q03849,technical,1,1,,
q03850,billing,1,1,,
q03851,technical,1,1,1,0
q03852,account,0,0,,
q03853,billing,1,1,0,1
q03854,account,1,1,0,1
q03855,billing,0,0,0,0
q03856,account,1,1,1,1
q03857,billing,0,0,0,0
q03858,billing,1,1,,
q03859,account,1,1,1,1
q03860,technical,1,1,,
q03861,account,1,1,,
q03862,account,0,0,,
q03863,billing,1,0,,
q03864,account,1,1,1,1
q03865,billing,1,1,,
q03866,account,1,1,1,1
q03867,account,1,1,1,1
q03868,account,1,0,,
q03869,technical,1,1,,
q03870,account,0,0,,
q03871,billing,1,1,,
q03872,billing,1,1,1,1
q03873,billing,1,1,1,1
q03874,technical,1,1,,
q03875,technical,1,1,1,0
q03876,account,1,1,,
q03877,billing,1,1,,
q03878,technical,1,1,,
q03879,account,0,0,,
q03880,billing,0,1,0,1
q03881,account,0,1,,
q03882,billing,1,1,,
q03883,account,0,0,,
q03884,billing,1,1,,
q03885,billing,1,1,,
q03886,account,1,1,,
q03887,billing,1,1,,
q03888,billing,0,1,0,1
q03889,account,0,1,0,1
q03890,technical,0,1,,
q03891,billing,1,1,,
q03892,billing,1,1,,
q03893,technical,1,1,,
q03894,billing,0,1,,
q03895,billing,0,1,0,1
q03896,billing,0,1,0,1
q03897,technical,0,1,,
q03898,account,1,0,,
q03899,billing,0,1,0,1
q03900,billing,1,1,,
q03901,account,1,1,,
q03902,account,1,1,1,1
q03903,account,1,0,,
q03904,technical,0,1,,
q03905,billing,1,1,,
q03906,account,1,0,1,0
q03907,billing,1,0,1,0
q03908,account,1,1,0,1
q03909,billing,1,1,,
q03910,billing,1,1,1,1
q03911,technical,1,1,1,0
q03912,account,1,1,,
q03913,account,1,1,,
q03914,billing,1,1,1,1
q03915,billing,0,1,,
q03916,account,1,1,1,1
q03917,technical,1,1,,
q03918,technical,1,1,,
q03919,account,1,1,,
q03920,technical,1,1,1,0
q03921,account,1,0,,
q03922,billing,0,1,0,1
q03923,technical,1,1,,
q03924,technical,1,1,1,1
q03925,billing,1,1,1,1
q03926,billing,0,1,0,1
q03927,technical,1,1,1,0
q03928,technical,1,1,,
q03929,technical,0,1,,
q03930,account,0,1,,
q03931,technical,0,1,0,0
q03932,technical,1,1,,
q03933,technical,0,1,,
q03934,technical,0,1,,
q03935,account,0,1,0,1
q03936,billing,0,1,0,1
q03937,billing,1,0,,
q03938,account,0,1,0,1
q03939,account,1,1,1,1
q03940,billing,0,1,,
q03941,billing,1,1,1,1
q03942,technical,0,1,,
q03943,account,1,1,,
q03944,billing,0,1,,
q03945,account,1,1,,
q03946,billing,0,1,,
q03947,technical,1,1,,
q03948,technical,1,0,,
q03949,technical,1,0,,
q03950,technical,0,1,,
q03951,technical,1,1,1,0
q03952,billing,0,1,,
q03953,billing,1,1,,
q03954,billing,1,0,,
q03955,technical,0,1,0,0
q03956,billing,1,0,,
q03957,account,1,1,1,1
q03958,billing,1,1,0,1
q03959,account,1,1,,
q03960,billing,1,1,,
q03961,billing,1,0,1,0
q03962,billing,0,1,0,1
q03963,technical,1,1,1,1
q03964,billing,1,1,,
q03965,account,0,1,,
q03966,account,1,1,,
q03967,billing,1,0,,
q03968,technical,0,1,0,1
q03969,billing,0,0,,
q03970,billing,1,0,,
q03971,account,1,1,,
q03972,account,1,1,,
q03973,billing,1,1,1,0
q03974,account,0,1,0,1
q03975,account,1,0,1,0
q03976,account,1,1,,
q03977,technical,1,1,1,1
q03978,billing,1,1,1,1
q03979,billing,1,1,1,1
q03980,account,1,1,,
q03981,technical,1,1,,
q03982,account,0,0,,
q03983,account,0,1,0,1
q03984,billing,1,0,,
q03985,account,0,1,0,1
q03986,technical,1,1,1,0
q03987,account,0,1,,
q03988,billing,1,1,1,1
q03989,billing,1,1,1,1
q03990,billing,0,1,,
q03991,technical,1,1,1,0
q03992,account,0,0,,
q03993,account,1,1,,
q03994,billing,0,1,0,1
q03995,account,0,1,0,1
q03996,technical,1,1,,
q03997,technical,1,1,,
q03998,technical,1,1,0,1
q03999,technical,1,1,1,0
